======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
473: right_stack_rack          | Parameter: rack=6, trailer=2
474: right_unstack_rack        | Parameter: rack=4, trailer=0
475: left_stack_rack           | Parameter: rack=1, trailer=0
476: left_unstack_rack         | Parameter: rack=2, trailer=0
477: right_unstack_rack        | Parameter: rack=2, trailer=1
478: right_unstack_rack        | Parameter: rack=0, trailer=2
479: right_stack_rack          | Parameter: rack=2, trailer=1
480: right_unstack_rack        | Parameter: rack=5, trailer=1
481: left_stack_rack           | Parameter: rack=0, trailer=0
482: left_unstack_rack         | Parameter: rack=5, trailer=0
483: right_stack_rack          | Parameter: rack=3, trailer=1
484: right_unstack_rack        | Parameter: rack=0, trailer=1
485: right_stack_rack          | Parameter: rack=5, trailer=0
486: right_unstack_rack        | Parameter: rack=6, trailer=0
487: left_stack_rack           | Parameter: rack=5, trailer=0
488: left_unstack_rack         | Parameter: rack=3, trailer=0
489: left_stack_rack           | Parameter: rack=0, trailer=0
490: right_stack_rack          | Parameter: rack=0, trailer=0
491: right_unstack_rack        | Parameter: rack=6, trailer=0
492: left_unstack_rack         | Parameter: rack=3, trailer_id=0
493: load_beluga               | Parameter: trailer_beluga=0
494: left_unstack_rack         | Parameter: rack=2, trailer=0
495: left_stack_rack           | Parameter: rack=7, trailer=0
496: right_stack_rack          | Parameter: rack=6, trailer=1
497: right_unstack_rack        | Parameter: rack=1, trailer=1
498: unload_beluga             | Parameter: -
499: left_stack_rack           | Parameter: rack=4, trailer=0
500: unload_beluga             | Parameter: -
501: right_stack_rack          | Parameter: rack=1, trailer=0
502: right_unstack_rack        | Parameter: rack=0, trailer=0
503: left_stack_rack           | Parameter: rack=1, trailer=0
504: right_stack_rack          | Parameter: rack=4, trailer=2
505: right_unstack_rack        | Parameter: rack=1, trailer=2
506: right_stack_rack          | Parameter: rack=0, trailer=1
507: right_unstack_rack        | Parameter: rack=1, trailer_id=1
508: left_unstack_rack         | Parameter: rack=3, trailer_id=0
509: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
510: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
511: load_beluga               | Parameter: trailer_beluga=0
512: unload_beluga             | Parameter: -
513: right_stack_rack          | Parameter: rack=0, trailer=1
514: left_stack_rack           | Parameter: rack=6, trailer=0
515: left_unstack_rack         | Parameter: rack=3, trailer=0
516: right_stack_rack          | Parameter: rack=6, trailer=2
517: right_unstack_rack        | Parameter: rack=4, trailer_id=1
518: right_unstack_rack        | Parameter: rack=2, trailer=2
519: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
520: right_stack_rack          | Parameter: rack=2, trailer=2
521: right_unstack_rack        | Parameter: rack=0, trailer=2
522: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
523: right_stack_rack          | Parameter: rack=4, trailer=2
524: right_stack_rack          | Parameter: rack=3, trailer=1
525: left_stack_rack           | Parameter: rack=1, trailer=0
526: right_unstack_rack        | Parameter: rack=6, trailer=2
527: right_unstack_rack        | Parameter: rack=3, trailer=1
528: right_stack_rack          | Parameter: rack=1, trailer=0
529: right_unstack_rack        | Parameter: rack=0, trailer=0
530: left_unstack_rack         | Parameter: rack=3, trailer=0
531: left_stack_rack           | Parameter: rack=0, trailer=0
532: right_stack_rack          | Parameter: rack=3, trailer=0
533: right_unstack_rack        | Parameter: rack=0, trailer=0
534: right_stack_rack          | Parameter: rack=3, trailer=1
535: right_unstack_rack        | Parameter: rack=0, trailer_id=1
536: left_unstack_rack         | Parameter: rack=5, trailer=0
537: left_stack_rack           | Parameter: rack=4, trailer=0
538: left_unstack_rack         | Parameter: rack=7, trailer=0
539: left_stack_rack           | Parameter: rack=1, trailer=0
540: left_unstack_rack         | Parameter: rack=4, trailer=0
541: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
542: right_unstack_rack        | Parameter: rack=7, trailer=1
543: right_stack_rack          | Parameter: rack=1, trailer=2
544: get_from_hangar           | Parameter: hangar=0, trailer_factory=2
545: left_stack_rack           | Parameter: rack=7, trailer=0
546: left_unstack_rack         | Parameter: rack=1, trailer=0
547: right_stack_rack          | Parameter: rack=1, trailer=1
548: left_stack_rack           | Parameter: rack=5, trailer=0
549: left_unstack_rack         | Parameter: rack=2, trailer=0
550: right_stack_rack          | Parameter: rack=4, trailer=2
551: left_stack_rack           | Parameter: rack=0, trailer=0
552: left_unstack_rack         | Parameter: rack=6, trailer=0
553: right_stack_rack          | Parameter: rack=6, trailer=0
554: right_unstack_rack        | Parameter: rack=0, trailer=0
555: left_stack_rack           | Parameter: rack=6, trailer=0
556: left_unstack_rack         | Parameter: rack=4, trailer=0
557: left_stack_rack           | Parameter: rack=6, trailer=0
558: left_unstack_rack         | Parameter: rack=7, trailer=0
559: right_unstack_rack        | Parameter: rack=7, trailer=2
560: right_stack_rack          | Parameter: rack=2, trailer=2
561: left_stack_rack           | Parameter: rack=6, trailer=0
562: left_unstack_rack         | Parameter: rack=2, trailer_id=0
563: left_stack_rack           | Parameter: rack=3, trailer=0
564: left_unstack_rack         | Parameter: rack=1, trailer=0
565: right_unstack_rack        | Parameter: rack=6, trailer=2
566: left_stack_rack           | Parameter: rack=1, trailer=0
567: left_unstack_rack         | Parameter: rack=7, trailer=0
568: right_unstack_rack        | Parameter: rack=4, trailer=1
569: right_stack_rack          | Parameter: rack=3, trailer=0
570: right_stack_rack          | Parameter: rack=4, trailer=1
571: right_stack_rack          | Parameter: rack=2, trailer=2
572: right_unstack_rack        | Parameter: rack=4, trailer=0
573: left_stack_rack           | Parameter: rack=2, trailer=0
574: left_unstack_rack         | Parameter: rack=3, trailer=0
575: right_stack_rack          | Parameter: rack=7, trailer=0
576: load_beluga               | Parameter: trailer_beluga=0
577: unload_beluga             | Parameter: -
578: right_unstack_rack        | Parameter: rack=5, trailer=0
579: right_unstack_rack        | Parameter: rack=5, trailer_id=1
580: right_unstack_rack        | Parameter: rack=2, trailer=2
581: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
582: left_stack_rack           | Parameter: rack=3, trailer=0
583: left_unstack_rack         | Parameter: rack=5, trailer_id=0
584: load_beluga               | Parameter: trailer_beluga=0
585: left_unstack_rack         | Parameter: rack=5, trailer=0
586: right_unstack_rack        | Parameter: rack=4, trailer=1
587: left_stack_rack           | Parameter: rack=4, trailer=0
588: left_unstack_rack         | Parameter: rack=6, trailer=0
589: left_stack_rack           | Parameter: rack=4, trailer=0
590: left_unstack_rack         | Parameter: rack=1, trailer=0
591: left_stack_rack           | Parameter: rack=7, trailer=0
592: left_unstack_rack         | Parameter: rack=3, trailer=0
593: left_stack_rack           | Parameter: rack=7, trailer=0
594: left_unstack_rack         | Parameter: rack=1, trailer=0
595: right_stack_rack          | Parameter: rack=1, trailer=0
596: right_unstack_rack        | Parameter: rack=5, trailer=0
597: left_stack_rack           | Parameter: rack=5, trailer=0
598: left_unstack_rack         | Parameter: rack=7, trailer=0
599: left_stack_rack           | Parameter: rack=6, trailer=0
600: left_unstack_rack         | Parameter: rack=3, trailer=0
601: left_stack_rack           | Parameter: rack=7, trailer=0
602: left_unstack_rack         | Parameter: rack=2, trailer=0
603: left_stack_rack           | Parameter: rack=5, trailer=0
604: left_unstack_rack         | Parameter: rack=6, trailer=0
605: left_stack_rack           | Parameter: rack=7, trailer=0
606: left_unstack_rack         | Parameter: rack=5, trailer=0
607: right_stack_rack          | Parameter: rack=3, trailer=0
608: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
609: left_stack_rack           | Parameter: rack=3, trailer=0
610: left_unstack_rack         | Parameter: rack=6, trailer=0
611: left_stack_rack           | Parameter: rack=5, trailer=0
612: left_unstack_rack         | Parameter: rack=4, trailer=0
613: right_stack_rack          | Parameter: rack=1, trailer=1
614: right_unstack_rack        | Parameter: rack=4, trailer=1
615: left_stack_rack           | Parameter: rack=7, trailer=0
616: left_unstack_rack         | Parameter: rack=0, trailer=0
617: left_stack_rack           | Parameter: rack=4, trailer=0
618: left_unstack_rack         | Parameter: rack=3, trailer=0
619: right_stack_rack          | Parameter: rack=0, trailer=1
620: right_unstack_rack        | Parameter: rack=4, trailer_id=1
621: left_stack_rack           | Parameter: rack=0, trailer=0
622: left_unstack_rack         | Parameter: rack=7, trailer=0
623: left_stack_rack           | Parameter: rack=0, trailer=0
624: left_unstack_rack         | Parameter: rack=4, trailer=0
625: left_stack_rack           | Parameter: rack=5, trailer=0
626: left_unstack_rack         | Parameter: rack=4, trailer=0
627: right_stack_rack          | Parameter: rack=2, trailer=2
628: right_unstack_rack        | Parameter: rack=7, trailer=2
629: left_stack_rack           | Parameter: rack=3, trailer=0
630: left_unstack_rack         | Parameter: rack=6, trailer=0
631: left_stack_rack           | Parameter: rack=4, trailer=0
632: left_unstack_rack         | Parameter: rack=2, trailer=0
633: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
634: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
635: left_stack_rack           | Parameter: rack=4, trailer=0
636: left_unstack_rack         | Parameter: rack=1, trailer=0
637: right_stack_rack          | Parameter: rack=2, trailer=2
638: right_unstack_rack        | Parameter: rack=4, trailer=2
639: left_stack_rack           | Parameter: rack=6, trailer=0
640: left_unstack_rack         | Parameter: rack=5, trailer=0
641: left_stack_rack           | Parameter: rack=3, trailer=0
642: left_unstack_rack         | Parameter: rack=2, trailer=0
643: right_stack_rack          | Parameter: rack=1, trailer=0
644: left_stack_rack           | Parameter: rack=6, trailer=0
645: left_unstack_rack         | Parameter: rack=5, trailer=0
646: right_stack_rack          | Parameter: rack=4, trailer=1
647: right_unstack_rack        | Parameter: rack=5, trailer=0
648: right_stack_rack          | Parameter: rack=4, trailer=2
649: right_stack_rack          | Parameter: rack=5, trailer=0
650: left_stack_rack           | Parameter: rack=4, trailer=0
651: left_unstack_rack         | Parameter: rack=1, trailer=0
652: left_stack_rack           | Parameter: rack=0, trailer=0
653: left_unstack_rack         | Parameter: rack=6, trailer=0
654: left_stack_rack           | Parameter: rack=4, trailer=0
655: left_unstack_rack         | Parameter: rack=0, trailer=0
656: left_stack_rack           | Parameter: rack=5, trailer=0
657: left_unstack_rack         | Parameter: rack=0, trailer=0
658: left_stack_rack           | Parameter: rack=2, trailer=0
659: left_unstack_rack         | Parameter: rack=3, trailer=0
660: left_stack_rack           | Parameter: rack=2, trailer=0
661: left_unstack_rack         | Parameter: rack=0, trailer=0
662: left_stack_rack           | Parameter: rack=5, trailer=0
663: left_unstack_rack         | Parameter: rack=1, trailer=0
664: load_beluga               | Parameter: trailer_beluga=0
665: left_unstack_rack         | Parameter: rack=0, trailer=0
666: left_stack_rack           | Parameter: rack=5, trailer=0
667: left_unstack_rack         | Parameter: rack=3, trailer=0
668: left_stack_rack           | Parameter: rack=6, trailer=0
669: left_unstack_rack         | Parameter: rack=3, trailer=0
670: left_stack_rack           | Parameter: rack=7, trailer=0
671: left_unstack_rack         | Parameter: rack=6, trailer=0
672: left_stack_rack           | Parameter: rack=3, trailer=0
673: left_unstack_rack         | Parameter: rack=0, trailer=0
674: left_stack_rack           | Parameter: rack=1, trailer=0
675: right_unstack_rack        | Parameter: rack=6, trailer=0
676: left_unstack_rack         | Parameter: rack=6, trailer=0
677: left_stack_rack           | Parameter: rack=1, trailer=0
678: right_unstack_rack        | Parameter: rack=1, trailer=2
679: right_stack_rack          | Parameter: rack=3, trailer=2
680: right_stack_rack          | Parameter: rack=3, trailer=0
681: unload_beluga             | Parameter: -
682: right_unstack_rack        | Parameter: rack=3, trailer=2
683: right_stack_rack          | Parameter: rack=0, trailer=2
684: left_stack_rack           | Parameter: rack=0, trailer=0
685: right_unstack_rack        | Parameter: rack=2, trailer=1
686: right_unstack_rack        | Parameter: rack=2, trailer=2
687: right_unstack_rack        | Parameter: rack=7, trailer=0
688: right_stack_rack          | Parameter: rack=0, trailer=2
689: left_unstack_rack         | Parameter: rack=4, trailer=0
690: right_unstack_rack        | Parameter: rack=4, trailer=2
691: right_stack_rack          | Parameter: rack=7, trailer=0
692: load_beluga               | Parameter: trailer_beluga=0
693: right_unstack_rack        | Parameter: rack=3, trailer=0
694: right_stack_rack          | Parameter: rack=2, trailer=0
695: right_stack_rack          | Parameter: rack=3, trailer=1
696: right_unstack_rack        | Parameter: rack=4, trailer=1
697: right_stack_rack          | Parameter: rack=6, trailer=2
698: left_unstack_rack         | Parameter: rack=2, trailer=0
699: left_stack_rack           | Parameter: rack=4, trailer=0
700: right_unstack_rack        | Parameter: rack=5, trailer=2
701: right_unstack_rack        | Parameter: rack=0, trailer=0
702: right_stack_rack          | Parameter: rack=4, trailer=1
703: left_unstack_rack         | Parameter: rack=6, trailer=0
704: left_stack_rack           | Parameter: rack=3, trailer=0
705: right_stack_rack          | Parameter: rack=2, trailer=0
706: unload_beluga             | Parameter: -
707: left_stack_rack           | Parameter: rack=0, trailer=0
708: left_unstack_rack         | Parameter: rack=4, trailer=0
709: left_stack_rack           | Parameter: rack=6, trailer=0
710: unload_beluga             | Parameter: -
711: left_stack_rack           | Parameter: rack=6, trailer=0
712: left_unstack_rack         | Parameter: rack=2, trailer=0
713: right_unstack_rack        | Parameter: rack=6, trailer=0
714: right_unstack_rack        | Parameter: rack=1, trailer=1
715: left_stack_rack           | Parameter: rack=6, trailer=0
716: left_unstack_rack         | Parameter: rack=3, trailer=0
717: left_stack_rack           | Parameter: rack=0, trailer=0
718: left_unstack_rack         | Parameter: rack=6, trailer=0
719: right_stack_rack          | Parameter: rack=2, trailer=1
720: right_unstack_rack        | Parameter: rack=7, trailer=1
721: right_stack_rack          | Parameter: rack=1, trailer=0
722: right_unstack_rack        | Parameter: rack=6, trailer=0
723: left_stack_rack           | Parameter: rack=7, trailer=0
724: left_unstack_rack         | Parameter: rack=2, trailer_id=0
725: left_stack_rack           | Parameter: rack=6, trailer=0
726: right_stack_rack          | Parameter: rack=6, trailer=0
727: right_unstack_rack        | Parameter: rack=5, trailer=0
